,frame,x [nm],y [nm],Photon #,Sigma [nm]
4311,36.0,23122.65,37154.77,182,114.13
4312,36.0,24740.71,39489.34,97,84.14
4313,36.0,25472.31,22921.79,2384,124.72
4314,36.0,25734.22,35270.0,211,125.91
4315,36.0,25883.65,51140.19,721,121.86
4316,36.0,26518.0,24646.58,741,146.74
4317,36.0,26622.67,35780.57,404,149.5
4318,36.0,26856.99,44557.02,1691,119.2
4319,36.0,26976.41,30237.04,178,113.35
4320,36.0,27409.86,36708.53,512,136.34
4321,36.0,27522.78,45250.66,174,108.93
4322,36.0,28874.54,48974.68,184,94.67
4323,36.0,30782.73,50927.27,174,126.07
4324,36.0,31393.53,13116.03,2023,133.39
4325,36.0,31745.61,21695.53,1038,130.79
4326,36.0,32452.87,22697.57,1309,126.41
4327,36.0,33417.32,37952.43,1698,127.59
4328,36.0,33521.64,17204.05,1054,140.5
4329,36.0,34840.55,27105.06,952,135.14
4330,36.0,35153.03,31659.99,157,101.46
4331,36.0,36669.11,34855.5,1251,142.66
4332,36.0,36805.27,35753.58,3147,121.94
4333,36.0,37351.68,53449.05,149,91.75
4334,36.0,38302.78,22130.45,213,140.78
4335,36.0,38320.04,30157.28,1430,135.65
4336,36.0,38465.78,53603.22,589,104.89
4337,36.0,38913.8,15487.01,1012,134.99
4338,36.0,40689.47,51458.59,200,103.71
4339,36.0,40917.64,53355.56,563,115.37
4340,36.0,41327.48,44896.48,177,107.94
4341,36.0,43108.0,36376.73,1849,125.35
4342,36.0,43118.83,21646.39,569,148.56
4343,36.0,45892.11,32845.29,1022,137.23
4344,36.0,46101.66,22254.82,1442,124.73
4345,36.0,47839.91,14739.0,2810,128.52
4346,36.0,48273.12,15767.92,1040,115.07
4347,36.0,49448.79,45618.48,213,119.01
4348,36.0,50029.46,32904.89,1376,122.64
4349,36.0,51164.96,3777.56,219,98.5
4350,36.0,51568.03,49998.06,880,112.68
4351,36.0,51643.4,17434.96,1003,125.93
4352,36.0,51943.25,38537.1,572,118.29
4353,36.0,52249.45,50915.12,651,126.93
4354,36.0,52285.22,30402.54,222,116.75
4355,36.0,52351.19,31299.06,643,127.48
4356,36.0,52380.47,50528.8,474,129.67
4357,36.0,53213.75,31919.85,133,108.59
4358,36.0,53392.37,41667.64,1087,125.76
4359,36.0,53454.86,36400.53,1201,128.35
4360,36.0,54053.61,32858.29,248,148.93
4361,36.0,54060.63,51282.42,80,74.07
4362,36.0,54134.64,18584.07,153,110.65
4363,37.0,850.76,52190.88,251,129.03
4364,37.0,858.39,51499.92,381,113.95
4365,37.0,1423.12,46364.59,2061,131.35
4366,37.0,1455.31,33175.93,729,132.18
4367,37.0,1806.19,37549.59,179,112.75
4368,37.0,2241.66,11644.63,361,130.7
4369,37.0,2607.64,54168.13,847,123.18
4370,37.0,3840.1,32116.78,331,99.79
4371,37.0,4582.32,25436.43,1297,122.67
4372,37.0,4810.86,42526.32,173,117.88
4373,37.0,4960.27,23988.8,692,115.56
4374,37.0,5068.86,34551.94,580,113.41
4375,37.0,5981.7,32775.61,257,125.5
4376,37.0,6385.78,30237.0,237,121.16
4377,37.0,6423.3,1141.82,694,142.0
4378,37.0,7075.98,34218.49,694,104.47
4379,37.0,7172.12,20439.41,245,117.32
4380,37.0,7495.15,50599.09,579,129.13
4381,37.0,7745.42,45136.5,209,119.56
4382,37.0,8060.78,44646.07,329,121.59
4383,37.0,8229.77,18355.78,231,109.65
4384,37.0,8381.93,49482.44,278,98.09
4385,37.0,8644.21,15295.75,314,120.14
4386,37.0,8870.52,51859.4,255,104.24
4387,37.0,9953.45,16323.58,572,157.74
4388,37.0,11200.46,49871.55,211,117.2
4389,37.0,11729.68,12091.93,187,133.26
4390,37.0,11893.95,36903.41,596,137.49
4391,37.0,12386.21,33769.46,910,133.17
4392,37.0,12589.94,48757.16,1028,121.33
4393,37.0,13299.68,36510.03,449,112.04
4394,37.0,13680.77,48376.56,570,115.02
4395,37.0,13843.27,49690.73,637,135.24
4396,37.0,14061.88,29129.73,191,125.14
4397,37.0,14090.64,20357.33,229,125.07
4398,37.0,14193.32,31026.29,214,125.11
4399,37.0,14338.8,21925.97,2250,142.78
4400,37.0,14995.22,50229.91,255,117.45
4401,37.0,15520.14,14314.09,230,144.1
4402,37.0,15552.24,11939.3,1408,149.72
4403,37.0,15770.24,44161.13,718,132.43
4404,37.0,16179.66,30250.99,591,146.38
4405,37.0,17624.92,48653.17,358,118.25
4406,37.0,17752.26,33502.67,533,120.2
4407,37.0,17915.3,12227.68,406,141.34
4408,37.0,17987.88,52519.96,661,136.83
4409,37.0,18050.81,45207.6,325,110.12
4410,37.0,18535.29,43034.89,735,136.61
4411,37.0,19442.52,52209.93,215,86.86
4412,37.0,19569.21,18545.05,195,116.0
4413,37.0,20010.71,33507.89,683,131.04
4414,37.0,20055.1,16023.08,401,118.55
4415,37.0,20789.4,54096.6,441,121.43
4416,37.0,20940.68,33026.88,783,131.56
4417,37.0,21000.76,43610.56,176,90.82
4418,37.0,22271.99,46201.46,195,127.65
4419,37.0,23105.79,37141.62,152,96.6
4420,37.0,23653.09,41423.79,162,110.14
4421,37.0,24753.28,39481.96,133,95.65
4422,37.0,25677.12,22746.94,573,142.87
4423,37.0,25736.41,35271.52,155,104.25
4424,37.0,26149.91,23622.68,298,114.39
4425,37.0,26592.71,24412.65,783,126.66
4426,37.0,26730.44,35620.29,1661,125.13
4427,37.0,27413.94,36702.72,1401,128.2
4428,37.0,28860.12,48960.87,155,90.07
4429,37.0,29144.87,50649.2,97,77.57
4430,37.0,31314.85,13053.85,3447,114.21
4431,37.0,31739.79,21695.04,1133,143.17
4432,37.0,32372.91,37559.25,688,138.61
4433,37.0,32450.89,22695.18,1301,140.36
4434,37.0,32771.33,14036.72,404,140.15
4435,37.0,33510.14,17193.51,447,155.71
4436,37.0,33901.43,12424.66,595,140.27
4437,37.0,34514.6,37743.84,1396,120.45
4438,37.0,34837.96,27093.97,974,145.48
4439,37.0,35156.33,31658.35,154,105.3
4440,37.0,36067.78,31421.89,845,132.75
4441,37.0,36675.94,34855.85,1001,128.31
4442,37.0,36804.29,35760.3,2915,117.83
4443,37.0,38327.0,30161.44,1370,135.35
4444,37.0,38464.99,53603.83,719,116.48
4445,37.0,38574.03,5292.11,327,95.92
4446,37.0,38931.17,15506.14,410,139.44
4447,37.0,40701.71,51455.03,220,102.7
4448,37.0,40914.93,53356.58,558,121.2
4449,37.0,41308.47,44879.39,179,106.11
4450,37.0,42932.34,13759.86,476,131.27
4451,37.0,43104.77,36380.04,1357,113.29
4452,37.0,43129.56,21673.59,364,128.88
4453,37.0,44365.28,30809.09,1507,123.49
4454,37.0,46098.98,22262.39,1999,123.07
4455,37.0,47202.68,41172.38,1423,121.85
4456,37.0,47845.61,14741.28,2618,129.49
4457,37.0,49518.01,19733.13,431,141.59
4458,37.0,49742.59,18321.82,440,128.21
4459,37.0,50050.84,4704.92,260,120.27
4460,37.0,50807.01,33902.67,520,125.44
4461,37.0,51157.32,3778.96,229,105.86
4462,37.0,51194.7,38406.48,274,111.73
4463,37.0,51235.09,15615.27,354,125.63
4464,37.0,51567.7,50004.21,922,112.39
4465,37.0,51944.21,38533.51,301,109.61
4466,37.0,52192.59,10870.82,1160,102.36
4467,37.0,52255.73,50923.9,515,116.12
4468,37.0,52285.15,30386.41,221,104.28
4469,37.0,52376.62,50532.85,469,122.9
4470,37.0,52853.68,25749.56,620,113.0
4471,37.0,53012.44,43726.16,439,133.22
4472,37.0,53213.39,25103.11,159,110.42
4473,37.0,53458.19,36394.65,1023,126.7
4474,37.0,54040.75,51270.68,70,74.12
4475,37.0,54154.91,18580.73,176,123.21
4476,38.0,826.86,52185.5,220,135.59
4477,38.0,859.4,51505.33,337,107.39
4478,38.0,1260.21,27588.55,463,133.92
4479,38.0,1419.18,46360.56,1963,128.56
4480,38.0,1446.8,33188.92,712,133.07
4481,38.0,1790.8,37549.92,189,114.36
4482,38.0,2219.86,11650.76,250,107.24
4483,38.0,2597.32,54176.63,849,118.15
4484,38.0,3077.01,33103.13,332,129.79
4485,38.0,3838.97,32116.17,407,114.21
4486,38.0,4581.59,25437.15,1140,120.19
4487,38.0,4961.85,23997.81,1115,124.89
4488,38.0,5089.33,45515.44,581,112.76
4489,38.0,5992.77,32758.61,218,115.44
4490,38.0,6380.81,30235.16,303,128.59
4491,38.0,7069.28,34217.83,702,106.15
4492,38.0,7186.61,20442.04,205,108.91
4493,38.0,7296.32,27451.93,171,114.49
4494,38.0,7495.6,50593.28,460,119.49
4495,38.0,7746.34,45148.87,270,129.63
4496,38.0,8041.05,44650.71,296,125.13
4497,38.0,8219.57,18337.15,337,131.24
4498,38.0,8377.24,49483.2,252,102.94
4499,38.0,8641.9,15282.54,380,130.74
4500,38.0,8877.21,51862.23,274,102.68
4501,38.0,9949.58,16318.59,311,136.37
4502,38.0,11181.58,34753.92,432,148.06
4503,38.0,11893.58,36894.84,310,124.15
4504,38.0,12388.65,33765.04,808,124.76
4505,38.0,12592.66,48749.78,1033,126.86
4506,38.0,13302.95,36510.0,580,124.28
4507,38.0,13681.41,48379.32,547,112.98
4508,38.0,13855.07,49697.41,596,129.09
4509,38.0,14051.99,29124.96,233,114.84
4510,38.0,14094.37,20347.64,275,139.81
4511,38.0,14340.04,21930.56,1723,135.57
4512,38.0,15025.1,50245.29,393,125.09
4513,38.0,15475.69,23180.67,1583,129.66
4514,38.0,15559.78,11942.64,1298,142.3
4515,38.0,15768.81,44161.92,578,117.22
4516,38.0,16173.18,30297.26,482,124.43
4517,38.0,17340.03,34886.58,343,124.84
4518,38.0,17658.12,48658.7,346,114.45
4519,38.0,17743.77,33504.22,269,125.02
4520,38.0,17914.88,12205.33,413,132.7
4521,38.0,17975.61,52524.65,519,122.2
4522,38.0,18049.36,45210.93,296,106.61
4523,38.0,19255.29,18655.19,2391,125.35
4524,38.0,19424.03,52211.43,201,89.54
4525,38.0,20008.67,33510.98,809,139.18
4526,38.0,20054.94,16029.03,625,139.55
4527,38.0,20929.32,33029.69,831,134.35
4528,38.0,22249.85,46189.13,216,136.55
4529,38.0,23133.72,37161.27,150,113.02
4530,38.0,23291.48,49556.28,217,107.22
4531,38.0,23678.88,41420.43,2040,124.56
4532,38.0,24742.73,39482.74,119,86.0
4533,38.0,25679.8,22738.47,830,136.52
4534,38.0,25727.11,35276.38,152,108.49
4535,38.0,26155.28,23615.85,290,148.18
4536,38.0,26728.93,35618.12,1699,124.0
4537,38.0,26966.09,24327.92,71,98.83
4538,38.0,27420.25,36697.91,1307,126.39
4539,38.0,29111.62,50652.28,96,81.56
4540,38.0,31223.33,52018.66,363,135.91
4541,38.0,31293.3,13052.68,651,129.94
4542,38.0,31604.82,33478.65,322,123.71
4543,38.0,31743.0,21693.11,1095,141.75
4544,38.0,32273.59,37506.17,328,137.69
4545,38.0,33916.11,12434.85,181,118.87
4546,38.0,34517.42,37737.43,1396,122.01
4547,38.0,35157.39,33566.71,2100,145.94
4548,38.0,35161.7,31663.42,154,99.47
4549,38.0,36231.54,24891.51,1507,126.75
4550,38.0,36672.04,34857.25,1031,130.11
4551,38.0,36811.15,35759.33,814,127.78
4552,38.0,37354.05,53440.17,128,84.74
4553,38.0,38325.55,30157.15,1215,128.72
4554,38.0,38469.33,53604.19,642,112.9
4555,38.0,38563.63,5289.19,334,112.96
4556,38.0,39483.92,24763.45,1537,125.48
4557,38.0,40697.61,51486.29,164,83.97
4558,38.0,40910.49,53357.01,525,118.58
4559,38.0,41334.18,44886.73,179,101.55
4560,38.0,43107.23,36379.3,1768,123.58
4561,38.0,43131.58,21673.41,365,139.05
4562,38.0,44347.59,30809.31,1557,123.83
4563,38.0,46107.72,22260.59,516,119.92
4564,38.0,47224.83,41165.26,1082,134.97
4565,38.0,47837.95,14740.48,2708,128.69
4566,38.0,48445.84,34042.26,1266,130.99
4567,38.0,48573.46,17037.24,1102,123.54
4568,38.0,49232.25,12760.53,205,111.36
4569,38.0,49309.17,41715.19,1034,117.65
4570,38.0,49791.1,12627.85,504,142.54
4571,38.0,51177.54,3790.05,178,88.56
4572,38.0,51571.55,50004.22,951,113.04
4573,38.0,51755.29,10336.79,516,129.21
4574,38.0,51947.08,7452.91,1507,119.74
4575,38.0,52186.26,10843.76,1949,129.51
4576,38.0,52250.57,50927.24,495,104.24
4577,38.0,52282.12,30404.85,202,100.43
4578,38.0,52374.51,50526.73,471,125.84
4579,38.0,52454.41,43798.41,759,137.24
4580,38.0,53202.02,25099.77,1339,124.87
4581,38.0,53452.66,36397.77,977,123.52
4582,38.0,54134.1,18572.48,131,102.21
4583,39.0,843.61,52188.78,176,107.0
4584,39.0,853.29,51495.27,404,119.99
4585,39.0,1268.26,27576.23,593,150.79
4586,39.0,1420.41,46360.45,1798,124.03
4587,39.0,1449.04,33181.13,690,130.93
4588,39.0,1795.31,37540.09,181,118.2
4589,39.0,2232.08,11648.46,362,130.05
4590,39.0,2597.61,54172.86,908,121.89
4591,39.0,3080.93,33097.19,373,144.48
4592,39.0,3781.09,37858.9,287,146.52
4593,39.0,3840.84,32116.62,342,103.97
4594,39.0,4582.61,25438.21,1458,133.16
4595,39.0,4830.69,42558.44,153,111.24
4596,39.0,4970.14,23991.23,804,123.47
4597,39.0,5986.31,32755.57,190,128.55
4598,39.0,6384.51,30250.14,277,130.43
4599,39.0,7070.71,34217.17,709,107.88
4600,39.0,7171.19,20432.0,215,106.41
4601,39.0,7499.54,50589.17,558,138.33
4602,39.0,7749.98,45143.42,181,109.33
4603,39.0,8051.11,44658.92,295,121.74
4604,39.0,8224.66,18344.66,296,126.97
4605,39.0,8377.72,49473.12,298,112.19
4606,39.0,8637.7,15312.41,391,131.35
4607,39.0,8868.44,51849.83,242,104.3
4608,39.0,9970.58,16328.29,427,138.47
4609,39.0,10418.71,29105.41,636,120.64
4610,39.0,11180.04,34752.9,430,145.54
4611,39.0,11730.24,12063.18,152,116.13
4612,39.0,12389.42,33768.45,966,136.88
4613,39.0,12590.16,48749.49,883,117.05
4614,39.0,13299.39,36510.4,561,117.92
4615,39.0,13548.14,31283.09,263,120.36
4616,39.0,13687.19,48377.59,530,113.67
4617,39.0,13841.38,49694.99,533,123.45
4618,39.0,15006.28,50223.66,285,119.71
4619,39.0,15298.63,35375.19,1243,126.93
4620,39.0,15487.06,23187.7,1311,120.2
4621,39.0,15759.4,695.97,95,109.72
4622,39.0,15765.6,44153.02,604,120.19
4623,39.0,17460.38,35037.85,1773,128.9
4624,39.0,17627.0,48658.42,485,131.61
4625,39.0,17980.71,52521.85,543,118.82
4626,39.0,18044.01,45208.15,237,97.42
4627,39.0,19285.14,18612.08,1287,140.54
4628,39.0,19443.08,52218.26,171,88.85
4629,39.0,20009.9,33516.07,671,130.6
4630,39.0,20054.41,16010.14,543,136.22
4631,39.0,20119.5,1899.86,1460,138.3
4632,39.0,20942.12,33014.95,422,127.69
4633,39.0,20990.35,43600.03,160,91.36
4634,39.0,23120.17,37136.92,176,110.43
4635,39.0,23820.76,17398.11,1734,130.78
4636,39.0,24731.94,39451.71,137,97.48
4637,39.0,25735.0,35266.05,204,106.89
4638,39.0,26731.41,35621.11,1818,133.35
4639,39.0,28856.13,48966.71,184,92.71
4640,39.0,31422.92,52421.18,546,131.97
4641,39.0,31741.12,21696.57,1235,141.5
4642,39.0,33779.11,26618.99,1069,132.01
4643,39.0,34507.04,37743.64,1449,128.69
4644,39.0,35151.46,31649.64,180,104.04
4645,39.0,35268.76,33646.98,913,130.21
4646,39.0,36657.29,34856.02,1092,131.51
4647,39.0,38334.94,30165.97,1161,127.96
4648,39.0,38477.23,53597.73,679,116.88
4649,39.0,40699.11,51485.6,127,74.7
4650,39.0,40917.47,53359.46,524,110.09
4651,39.0,41328.04,44894.94,220,112.7
4652,39.0,43091.5,36378.89,1473,126.24
4653,39.0,44352.81,30811.64,2456,132.4
4654,39.0,44392.06,46560.08,242,140.09
4655,39.0,47336.24,41151.27,446,141.63
4656,39.0,47841.78,14742.75,3041,128.86
4657,39.0,47898.8,41756.27,199,104.93
4658,39.0,48445.08,34039.71,1227,132.46
4659,39.0,49309.27,41711.85,1185,119.56
4660,39.0,50565.99,32280.2,1135,133.54
4661,39.0,51161.51,3779.76,249,124.76
4662,39.0,51181.56,11259.17,540,144.97
4663,39.0,51576.26,50001.09,900,109.68
4664,39.0,52186.3,10850.21,1649,124.2
4665,39.0,52251.8,50918.85,495,111.59
4666,39.0,52271.2,30389.23,225,109.32
4667,39.0,52361.44,25525.22,1086,146.57
4668,39.0,52384.28,50535.13,458,121.33
4669,39.0,52443.28,43814.42,569,120.86
4670,39.0,53449.21,36388.48,929,124.71
4671,39.0,54058.14,51281.16,76,73.93
4672,39.0,54159.39,18593.9,162,122.03
4673,40.0,825.11,52193.96,221,124.2
4674,40.0,846.13,51497.4,390,106.98
4675,40.0,1418.97,46359.45,2113,130.43
4676,40.0,1807.3,37570.02,168,115.2
4677,40.0,2232.79,11641.16,292,117.57
4678,40.0,2603.13,54181.14,735,116.33
4679,40.0,3075.84,33081.79,324,136.69
4680,40.0,3826.91,37831.22,278,149.02
4681,40.0,3840.52,32123.75,380,107.57
4682,40.0,4427.74,23965.24,608,120.78
4683,40.0,4584.84,25443.07,1379,131.44
4684,40.0,4839.13,42541.77,131,97.39
4685,40.0,4987.1,23980.53,692,103.84
4686,40.0,6387.24,30246.37,302,131.01
4687,40.0,7068.67,34221.59,697,105.03
4688,40.0,7177.78,20430.87,199,106.43
4689,40.0,7304.6,27455.6,222,134.49
4690,40.0,7487.92,50601.98,530,127.53
4691,40.0,7757.2,45141.51,149,102.54
4692,40.0,8034.03,44656.88,247,110.1
4693,40.0,8238.13,18343.77,288,120.33
4694,40.0,8372.49,49482.89,255,103.51
4695,40.0,8642.51,15300.28,375,120.26
4696,40.0,8873.71,51859.26,250,106.11
4697,40.0,10421.05,2170.83,438,143.61
4698,40.0,10421.47,29098.69,762,127.77
4699,40.0,10562.49,22657.97,186,119.13
4700,40.0,11180.57,34757.59,368,136.24
4701,40.0,11729.71,12056.57,190,141.16
4702,40.0,12389.03,33765.26,782,121.68
4703,40.0,12591.59,48758.05,946,121.36
4704,40.0,13300.64,36512.51,536,118.57
4705,40.0,13677.62,48384.35,511,113.45
4706,40.0,13860.02,49705.22,689,142.36
4707,40.0,14100.75,20334.77,321,139.96
4708,40.0,14789.49,35650.87,718,122.84
4709,40.0,14983.22,50225.33,240,125.53
4710,40.0,15480.02,23182.36,1193,122.42
4711,40.0,15761.36,44152.65,608,119.72
4712,40.0,15789.75,639.67,108,113.29
4713,40.0,15806.74,29098.59,806,141.84
4714,40.0,17620.26,48652.67,391,123.56
4715,40.0,17980.31,52517.84,612,125.38
4716,40.0,18041.29,45210.51,276,102.6
4717,40.0,18221.51,33556.47,1502,126.25
4718,40.0,18787.61,26253.43,306,132.45
4719,40.0,19435.08,52219.94,193,89.36
4720,40.0,19878.29,53822.0,250,124.79
4721,40.0,20036.03,54355.77,210,110.6
4722,40.0,20043.79,1723.56,1116,131.03
4723,40.0,20067.33,16031.13,669,147.98
4724,40.0,20695.19,33906.95,923,131.63
4725,40.0,20937.43,33039.69,825,132.28
4726,40.0,20996.34,43621.84,158,92.51
4727,40.0,21451.63,52588.22,678,121.63
4728,40.0,23131.81,37156.0,169,102.71
4729,40.0,23900.32,17649.83,736,134.27
4730,40.0,24310.96,43612.99,213,128.86
4731,40.0,24896.17,13230.73,258,141.67
4732,40.0,25560.1,45807.63,344,121.54
4733,40.0,26617.7,35758.93,1500,127.98
4734,40.0,28857.19,48971.39,204,86.33
4735,40.0,29131.83,50665.93,115,76.9
4736,40.0,31178.63,18253.95,414,138.81
4737,40.0,31180.71,51827.45,168,126.72
4738,40.0,31426.32,52430.23,486,138.83
4739,40.0,32575.52,43667.64,285,139.8
4740,40.0,33179.27,10681.22,1415,131.37
4741,40.0,34069.77,53508.87,340,118.32
4742,40.0,35173.77,31663.27,160,101.02
4743,40.0,35276.17,33644.62,989,136.37
4744,40.0,36670.54,34851.83,940,124.35
4745,40.0,37348.31,53438.85,137,91.67
4746,40.0,38324.23,30160.31,1340,138.31
4747,40.0,38479.4,53609.46,661,115.83
4748,40.0,40030.99,10309.85,1125,136.83
4749,40.0,40685.2,51484.48,164,73.37
4750,40.0,40916.48,53356.61,597,120.79
4751,40.0,41323.88,44901.19,235,107.85
4752,40.0,42887.45,36394.77,398,147.21
4753,40.0,44346.86,30819.47,2133,121.79
4754,40.0,45325.38,25807.68,1764,128.6
4755,40.0,47311.3,41156.51,321,139.94
4756,40.0,47529.83,24793.03,150,118.31
4757,40.0,47847.56,14747.46,2359,129.93
4758,40.0,48444.14,34045.33,1089,126.67
4759,40.0,49309.5,41706.04,1260,124.61
4760,40.0,50533.02,32293.64,2020,115.2
4761,40.0,50779.5,1644.24,1029,129.3
4762,40.0,51166.28,3765.16,188,102.75
4763,40.0,51201.14,11276.07,570,138.18
4764,40.0,51564.09,50012.49,976,110.63
4765,40.0,52182.05,10845.06,1680,124.63
4766,40.0,52254.69,50918.89,551,116.96
4767,40.0,52268.22,30415.92,229,104.74
4768,40.0,52294.73,14008.42,482,146.42
4769,40.0,52385.6,50538.37,386,111.03
4770,40.0,52457.57,43802.89,631,137.11
4771,40.0,52510.49,28818.51,236,117.18
4772,40.0,52999.18,43742.08,424,137.16
4773,40.0,53443.75,36399.22,1161,129.15
4774,40.0,54148.34,18593.89,187,131.12
4775,41.0,830.57,52172.91,209,124.48
4776,41.0,848.98,51507.21,438,126.18
4777,41.0,1417.64,46359.81,1909,127.58
4778,41.0,2226.58,11653.53,383,142.21
4779,41.0,2601.74,54177.83,816,121.64
4780,41.0,3077.89,33096.88,291,120.35
4781,41.0,3825.8,37842.79,284,145.27
4782,41.0,3836.39,32131.71,431,115.87
4783,41.0,4438.15,23970.25,764,117.21
4784,41.0,4582.09,25444.84,1126,117.61
4785,41.0,4837.24,42525.95,119,97.07
4786,41.0,4985.67,23986.14,923,117.4
4787,41.0,5480.32,39314.95,317,133.55
4788,41.0,5879.72,26306.34,268,148.57
4789,41.0,6387.85,30217.71,262,130.22
4790,41.0,7072.08,34223.08,634,101.82
4791,41.0,7175.83,20429.66,198,117.11
4792,41.0,7283.75,27450.88,240,135.23
4793,41.0,7498.75,50592.09,492,126.18
4794,41.0,7747.67,45153.47,230,129.06
4795,41.0,8062.43,44655.06,261,112.36
4796,41.0,8215.13,13191.68,455,149.41
4797,41.0,8372.92,49477.62,251,101.92
4798,41.0,8651.46,15284.19,339,124.43
4799,41.0,8873.91,51866.73,234,94.68
4800,41.0,9949.28,16307.7,352,137.29
4801,41.0,10398.0,29125.26,823,127.82
4802,41.0,11718.45,12068.2,182,126.33
4803,41.0,12396.99,33770.94,1011,136.32
4804,41.0,12592.66,48761.84,978,123.15
4805,41.0,13300.06,36513.88,512,118.96
4806,41.0,13478.13,20227.02,297,130.48
4807,41.0,13682.68,48384.94,585,118.04
4808,41.0,13847.47,49700.85,602,127.89
4809,41.0,14050.24,29133.92,228,125.23
4810,41.0,15033.13,50247.6,410,116.74
4811,41.0,15069.92,16790.71,1860,132.96
4812,41.0,15143.67,19780.17,324,130.02
4813,41.0,15172.47,35810.4,506,147.38
4814,41.0,15477.55,23184.89,1219,123.38
4815,41.0,15766.07,44159.67,639,123.11
4816,41.0,15779.76,643.2,83,100.56
4817,41.0,15800.97,29110.7,757,139.21
4818,41.0,16658.61,31110.22,154,117.67
4819,41.0,16849.94,35553.78,1047,131.24
4820,41.0,17636.26,48680.86,373,125.03
4821,41.0,17980.58,52520.2,593,133.32
4822,41.0,18045.84,45216.67,322,103.43
4823,41.0,18219.58,33557.84,1509,123.3
4824,41.0,18791.54,26281.31,1420,141.64
4825,41.0,18797.1,45314.73,515,131.5
4826,41.0,19887.43,53848.75,269,117.59
4827,41.0,20023.01,54344.49,236,136.83
4828,41.0,20042.76,1718.8,1146,135.61
4829,41.0,20061.28,16019.14,586,138.3
4830,41.0,20678.31,33897.1,667,154.05
4831,41.0,20926.35,33032.52,747,135.64
4832,41.0,20998.93,43618.79,153,96.39
4833,41.0,23133.79,37145.13,152,117.33
4834,41.0,23788.59,7016.72,519,137.63
4835,41.0,24334.53,43628.84,289,143.4
4836,41.0,24747.27,39488.68,96,80.89
4837,41.0,24832.22,13230.96,389,131.67
4838,41.0,25722.84,35260.06,187,119.06
4839,41.0,26615.17,35764.3,1323,131.62
4840,41.0,27516.56,45259.17,117,89.78
4841,41.0,27849.86,28809.99,2052,126.87
4842,41.0,28314.34,42299.92,890,126.09
4843,41.0,28872.28,48982.28,177,85.98
4844,41.0,30184.21,7411.04,115,107.49
4845,41.0,31432.05,52426.12,487,136.76
4846,41.0,31748.95,21692.86,1006,138.84
4847,41.0,33785.52,26626.04,760,132.12
4848,41.0,35163.32,31648.67,186,102.36
4849,41.0,36664.28,34851.63,958,128.55
4850,41.0,36963.96,6185.8,934,136.53
4851,41.0,37358.2,53448.35,152,83.61
4852,41.0,38336.59,30188.73,992,130.28
4853,41.0,38468.85,53601.52,733,119.18
4854,41.0,38484.61,44102.07,1066,135.36
4855,41.0,38652.99,30760.64,1273,143.5
4856,41.0,40911.95,53356.18,547,112.59
4857,41.0,41319.23,44877.54,206,108.37
4858,41.0,44136.27,46580.23,1113,127.44
4859,41.0,44352.92,30817.01,2354,132.28
4860,41.0,45319.41,25811.33,2367,128.5
4861,41.0,47320.76,41162.96,483,141.67
4862,41.0,48747.09,7241.09,2214,130.43
4863,41.0,48799.62,15033.6,1944,125.02
4864,41.0,49310.09,41709.86,1235,126.71
4865,41.0,50536.29,32296.39,2523,121.53
4866,41.0,51170.48,3771.29,270,119.3
4867,41.0,51209.71,11287.64,190,124.89
4868,41.0,51574.96,50004.21,925,107.92
4869,41.0,52183.79,10857.38,1617,117.27
4870,41.0,52198.08,34097.73,762,133.58
4871,41.0,52256.41,50913.4,589,125.57
4872,41.0,52368.72,50546.67,473,130.95
4873,41.0,52609.19,30691.06,1043,122.27
4874,41.0,53453.55,36396.45,1056,123.67
4875,41.0,54032.29,51284.8,87,78.46
4876,42.0,833.04,52174.24,159,112.37
4877,42.0,845.94,51507.0,407,123.7
4878,42.0,1422.44,46365.77,1893,125.2
4879,42.0,1807.21,37561.19,169,112.91
4880,42.0,2215.41,11632.39,341,132.16
4881,42.0,2604.29,54173.41,794,118.22
4882,42.0,3068.99,33093.97,358,137.22
4883,42.0,3304.39,35792.41,249,144.5
4884,42.0,3842.39,32125.1,388,114.58
4885,42.0,4434.15,23976.93,686,122.86
4886,42.0,4982.83,23985.38,986,123.62
4887,42.0,5895.75,26307.05,563,142.84
4888,42.0,6379.87,30221.25,271,128.02
4889,42.0,7068.92,34217.16,705,108.4
4890,42.0,7201.33,20455.77,345,140.16
4891,42.0,7293.43,27448.63,174,115.65
4892,42.0,7502.58,50592.46,618,140.45
4893,42.0,7750.5,45145.76,253,135.13
4894,42.0,8053.3,44653.8,292,119.78
4895,42.0,8206.33,18345.52,325,148.08
4896,42.0,8225.76,13183.76,525,148.63
4897,42.0,8362.79,49494.44,278,108.11
4898,42.0,8637.4,15292.34,383,137.51
4899,42.0,8865.32,51863.78,229,99.89
4900,42.0,9339.33,36465.99,353,141.46
4901,42.0,9968.81,16317.11,284,131.66
4902,42.0,11802.41,6441.62,579,134.16
4903,42.0,12595.11,48757.23,928,119.67
4904,42.0,13296.07,36516.96,474,109.9
4905,42.0,13308.41,26647.83,143,119.31
4906,42.0,13686.47,48378.59,524,113.18
4907,42.0,13834.59,49705.14,649,135.89
4908,42.0,14921.21,33131.85,707,120.99
4909,42.0,15016.31,50245.61,274,124.2
4910,42.0,15071.73,16783.55,1764,137.41
4911,42.0,15166.38,35798.8,541,142.48
4912,42.0,15470.09,23180.68,1517,137.06
