,frame,x [nm],y [nm],Photon #,Sigma [nm]
1353,11.0,40917.04,53351.49,568,115.73
1354,11.0,41315.42,48180.28,83,67.35
1355,11.0,41322.01,44909.81,252,113.92
1356,11.0,43849.36,49109.27,1006,132.87
1357,11.0,46840.06,3332.77,2680,118.22
1358,11.0,47052.18,45575.96,1245,127.0
1359,11.0,47145.96,25385.75,103,85.38
1360,11.0,48246.2,3340.49,1157,119.65
1361,11.0,49011.39,16110.96,1630,140.52
1362,11.0,49360.88,32154.06,1515,128.76
1363,11.0,49845.33,30644.21,1896,118.02
1364,11.0,50797.46,29736.04,1723,119.58
1365,11.0,51169.43,3769.88,258,113.49
1366,11.0,51569.66,50006.38,993,114.61
1367,11.0,52230.24,25176.18,1272,128.54
1368,11.0,52259.68,50917.05,606,120.18
1369,11.0,52271.49,30391.24,226,106.48
1370,11.0,52303.01,12412.78,1676,122.23
1371,11.0,52368.24,50531.63,461,124.88
1372,11.0,52837.77,32577.73,294,110.29
1373,11.0,53221.32,35508.12,994,115.62
1374,11.0,53243.84,40895.19,898,121.46
1375,11.0,53367.19,21719.29,212,123.8
1376,11.0,53486.26,7378.44,1451,124.33
1377,11.0,53780.47,37574.19,472,103.74
1378,11.0,54016.56,51262.59,231,111.96
1379,11.0,54120.68,18607.16,177,117.34
1380,12.0,825.55,52184.8,200,106.69
1381,12.0,858.32,51492.94,464,103.76
1382,12.0,1433.07,46351.85,2082,117.74
1383,12.0,1799.71,37543.37,210,108.0
1384,12.0,2230.66,11644.16,502,126.94
1385,12.0,2603.78,54156.82,979,119.62
1386,12.0,3076.82,33084.97,421,127.05
1387,12.0,3302.02,20018.03,197,128.17
1388,12.0,3836.13,32102.03,404,100.86
1389,12.0,4844.98,42533.01,183,94.31
1390,12.0,5980.88,32767.77,181,92.77
1391,12.0,6014.18,18596.48,417,147.15
1392,12.0,6263.07,6961.38,191,120.45
1393,12.0,6275.23,10591.53,575,134.98
1394,12.0,6365.48,30231.7,322,112.98
1395,12.0,7069.96,34210.17,867,104.13
1396,12.0,7175.75,20404.9,358,125.35
1397,12.0,7300.13,27438.99,237,109.32
1398,12.0,7497.92,50580.25,728,136.68
1399,12.0,7520.67,19649.65,520,151.05
1400,12.0,7753.6,45118.32,239,117.06
1401,12.0,7890.04,40831.9,647,127.48
1402,12.0,8043.39,44650.32,318,116.84
1403,12.0,8077.16,33585.46,434,125.62
1404,12.0,8215.83,18340.88,465,125.0
1405,12.0,8366.65,49464.02,252,91.89
1406,12.0,8638.05,15298.46,464,116.0
1407,12.0,8883.93,51855.29,276,96.48
1408,12.0,10117.02,5142.29,715,115.94
1409,12.0,10138.44,33379.91,592,123.96
1410,12.0,10265.69,27107.46,1842,127.51
1411,12.0,11721.82,12050.01,144,97.0
1412,12.0,12284.4,35074.17,302,128.79
1413,12.0,12590.08,48744.77,1182,122.47
1414,12.0,13031.9,50017.9,437,130.52
1415,12.0,13297.36,36515.14,559,113.84
1416,12.0,13688.83,48369.06,539,103.25
1417,12.0,13847.18,49672.15,803,126.82
1418,12.0,14894.6,21497.93,446,143.52
1419,12.0,14983.2,50216.7,270,120.85
1420,12.0,15708.57,13909.95,129,90.46
1421,12.0,15773.36,44144.12,684,113.64
1422,12.0,16336.32,7864.43,701,128.01
1423,12.0,16668.71,31092.72,139,93.74
1424,12.0,16746.99,13884.94,1562,135.14
1425,12.0,17275.57,48971.48,388,137.74
1426,12.0,17443.06,46480.06,457,144.23
1427,12.0,17711.45,49865.99,713,126.37
1428,12.0,17979.11,52510.95,767,116.07
1429,12.0,18043.64,45204.84,331,96.32
1430,12.0,18501.41,4525.92,306,138.54
1431,12.0,18786.67,13619.62,917,132.47
1432,12.0,19404.44,33070.06,584,130.78
1433,12.0,19444.47,52192.31,225,93.48
1434,12.0,19617.58,30694.8,1850,124.67
1435,12.0,20048.46,16008.43,615,123.32
1436,12.0,20993.64,43609.76,180,97.12
1437,12.0,21437.05,5723.98,733,135.69
1438,12.0,21559.32,48070.5,512,115.97
1439,12.0,22019.79,3399.55,2017,132.23
1440,12.0,23112.52,37145.25,208,105.68
1441,12.0,23171.05,43951.61,948,129.45
1442,12.0,23198.56,12210.83,1311,119.91
1443,12.0,23513.31,34614.24,2413,121.72
1444,12.0,23840.03,53725.43,227,127.05
1445,12.0,24350.2,31050.71,1960,124.79
1446,12.0,24434.1,38872.02,2528,121.42
1447,12.0,24748.47,39438.13,270,137.79
1448,12.0,25103.99,38699.83,307,149.39
1449,12.0,25682.67,48715.19,212,131.23
1450,12.0,25718.97,35275.15,155,89.57
1451,12.0,26466.51,14633.4,343,135.74
1452,12.0,26529.03,28007.29,2146,127.31
1453,12.0,27318.51,11647.77,823,142.06
1454,12.0,28154.29,9409.57,361,130.45
1455,12.0,28436.13,5967.89,179,125.09
1456,12.0,28864.05,48973.49,190,95.21
1457,12.0,28928.26,7026.09,870,142.03
1458,12.0,29083.7,12162.62,2658,133.91
1459,12.0,29135.27,50636.85,115,76.73
1460,12.0,30128.66,11194.01,156,109.78
1461,12.0,31461.7,49618.54,684,109.85
1462,12.0,31810.69,30831.68,317,121.25
1463,12.0,32222.3,26587.36,3133,135.12
1464,12.0,32278.1,29635.6,201,122.63
1465,12.0,32644.52,45427.1,208,120.64
1466,12.0,33241.16,10164.6,1445,133.71
1467,12.0,33290.44,52389.8,774,112.33
1468,12.0,33712.47,53058.47,257,106.21
1469,12.0,34627.72,16552.29,1098,124.09
1470,12.0,35153.64,31665.15,195,88.97
1471,12.0,35770.77,2352.12,1554,125.8
1472,12.0,37363.44,53433.13,129,85.84
1473,12.0,38108.94,54005.5,142,99.96
1474,12.0,38472.07,53594.96,689,113.05
1475,12.0,39206.2,21389.41,2782,134.93
1476,12.0,40691.71,51477.02,171,76.73
1477,12.0,40916.7,53351.46,526,107.0
1478,12.0,41333.68,44894.47,227,101.35
1479,12.0,43863.58,49111.2,678,119.13
1480,12.0,46840.21,3310.44,861,127.58
1481,12.0,47050.54,45576.15,1241,125.83
1482,12.0,48188.85,29554.92,1423,140.37
1483,12.0,48239.33,3346.29,2271,131.57
1484,12.0,49267.59,16231.21,916,151.12
1485,12.0,49367.32,32194.45,1040,114.75
1486,12.0,49779.72,42674.57,895,120.39
1487,12.0,49846.17,30648.6,1055,117.31
1488,12.0,51052.85,30554.29,1464,130.43
1489,12.0,51154.8,3756.51,237,97.6
1490,12.0,51572.87,50000.43,908,112.16
1491,12.0,52227.27,25181.25,1138,131.48
1492,12.0,52246.65,50921.94,584,117.13
1493,12.0,52255.28,30398.75,251,107.29
1494,12.0,52295.43,12410.15,1742,120.68
1495,12.0,52390.13,50525.15,449,119.99
1496,12.0,52429.5,37395.3,262,136.72
1497,12.0,53156.93,37798.14,197,138.33
1498,12.0,53224.61,35507.86,1010,120.72
1499,12.0,53486.23,7387.35,1673,125.51
1500,12.0,53776.7,37557.01,441,120.92
1501,12.0,54032.84,51285.33,83,77.79
1502,12.0,54327.25,19594.35,786,143.72
1503,13.0,661.34,43719.49,167,103.78
1504,13.0,831.95,52188.0,278,126.0
1505,13.0,862.54,51493.6,441,113.78
1506,13.0,1428.35,46350.32,2189,120.74
1507,13.0,1807.01,37546.59,208,107.36
1508,13.0,2234.46,11647.25,444,118.62
1509,13.0,2602.31,54153.9,930,115.86
1510,13.0,3087.11,33096.35,382,124.29
1511,13.0,3320.7,20036.01,191,126.27
1512,13.0,3839.05,32107.91,469,107.39
1513,13.0,4833.99,42533.38,147,103.34
1514,13.0,5605.43,4551.34,1129,146.5
1515,13.0,5995.54,32755.38,195,108.13
1516,13.0,6275.8,10585.04,665,145.19
1517,13.0,6388.08,30232.22,328,116.61
1518,13.0,7074.73,34208.41,800,106.25
1519,13.0,7175.02,20414.3,302,118.96
1520,13.0,7279.01,27440.33,264,121.38
1521,13.0,7493.34,50586.6,726,132.76
1522,13.0,7518.02,19651.6,280,111.9
1523,13.0,7753.71,45135.18,241,123.67
1524,13.0,7898.18,40819.69,512,121.99
1525,13.0,8051.26,44649.12,360,113.84
1526,13.0,8078.57,33579.2,180,113.9
1527,13.0,8211.79,18339.25,452,117.32
1528,13.0,8372.88,49463.71,293,107.3
1529,13.0,8636.47,15309.29,474,119.62
1530,13.0,8871.71,51848.17,268,99.87
1531,13.0,10143.26,33373.05,719,134.1
1532,13.0,10236.01,27087.39,1829,128.88
1533,13.0,11722.78,12068.22,189,101.66
1534,13.0,12425.54,48262.62,726,123.92
1535,13.0,12589.22,48740.01,1034,119.26
1536,13.0,12920.52,49981.01,563,114.57
1537,13.0,13300.17,36516.9,585,117.35
1538,13.0,13408.79,46797.72,263,130.72
1539,13.0,13688.63,48366.02,570,110.24
1540,13.0,13834.35,49670.91,702,119.19
1541,13.0,13989.52,17778.95,724,151.11
1542,13.0,14916.66,21518.75,209,126.97
1543,13.0,14992.1,50202.53,286,117.3
1544,13.0,15768.0,44151.94,726,116.49
1545,13.0,16320.78,7867.54,1136,125.89
1546,13.0,16666.91,31101.86,158,101.35
1547,13.0,17422.89,46466.15,404,140.19
1548,13.0,17711.48,49865.6,681,121.88
1549,13.0,17794.55,51444.98,143,97.53
1550,13.0,17979.6,52511.73,801,122.03
1551,13.0,18045.05,45213.15,365,104.24
1552,13.0,18952.38,12413.56,1314,135.05
1553,13.0,19445.82,52198.41,217,91.85
1554,13.0,19612.94,30697.55,1999,131.31
1555,13.0,20045.09,16012.17,492,107.15
1556,13.0,20871.44,18179.52,160,113.88
1557,13.0,20997.77,43611.95,171,89.89
1558,13.0,21172.52,31942.12,2084,121.72
1559,13.0,21463.84,31045.18,756,134.85
1560,13.0,21560.51,48077.9,1046,123.38
1561,13.0,22019.05,3395.4,2044,136.95
1562,13.0,23108.89,37165.6,182,104.02
1563,13.0,23171.36,43958.3,893,119.38
1564,13.0,23205.25,12211.23,1216,121.63
1565,13.0,23518.31,34611.74,1024,116.53
1566,13.0,23843.95,53734.63,199,116.21
1567,13.0,24350.03,31056.63,1868,121.02
1568,13.0,24570.75,10533.07,360,133.51
1569,13.0,24745.41,39489.81,171,89.17
1570,13.0,25046.74,20935.35,571,133.13
1571,13.0,25522.37,27321.55,422,140.17
1572,13.0,25673.42,48714.83,396,136.29
1573,13.0,25730.68,35279.55,175,101.24
1574,13.0,26529.24,28005.05,2188,127.93
1575,13.0,26530.94,35920.41,237,129.34
1576,13.0,27340.39,11637.17,825,145.11
1577,13.0,28133.18,9414.3,439,137.08
1578,13.0,28168.95,857.03,867,134.88
1579,13.0,28458.45,5959.75,263,153.39
1580,13.0,28862.38,48977.91,223,101.35
1581,13.0,29128.93,50646.49,102,74.53
1582,13.0,29163.08,12550.72,318,132.31
1583,13.0,29242.15,47479.33,1516,122.2
1584,13.0,29767.84,32684.34,895,125.43
1585,13.0,30255.49,36650.29,697,139.3
1586,13.0,32223.08,42027.14,461,143.71
1587,13.0,32727.4,37592.03,808,122.77
1588,13.0,33237.75,10169.75,162,120.75
1589,13.0,34620.04,16551.43,3501,122.7
1590,13.0,35175.11,31652.47,203,89.23
1591,13.0,35695.23,43930.08,976,115.22
1592,13.0,35770.93,2356.12,1752,134.11
1593,13.0,37016.45,38829.0,294,113.23
1594,13.0,37354.04,53431.59,134,88.67
1595,13.0,38116.18,54016.62,907,131.99
1596,13.0,38460.44,53606.48,684,114.53
1597,13.0,39197.24,21388.99,2371,131.47
1598,13.0,40695.78,51487.85,187,78.7
1599,13.0,40909.98,53349.73,598,119.34
1600,13.0,41313.12,44881.13,245,108.96
1601,13.0,44507.6,44312.19,303,131.88
1602,13.0,47050.65,45583.36,1247,128.26
1603,13.0,48068.67,29210.76,1713,129.16
1604,13.0,48228.32,3366.23,779,121.54
1605,13.0,48240.26,3813.79,816,145.92
1606,13.0,48709.15,36781.4,979,139.89
1607,13.0,49261.73,16242.7,695,143.51
1608,13.0,49776.32,42671.61,842,108.81
1609,13.0,49849.06,30642.64,1467,118.96
1610,13.0,50801.89,32260.83,971,154.95
1611,13.0,51020.47,30559.45,1776,130.83
1612,13.0,51162.58,3770.89,231,96.39
1613,13.0,51568.19,50000.24,922,114.2
1614,13.0,52073.1,32266.49,516,144.31
1615,13.0,52229.15,25175.75,1460,150.13
1616,13.0,52256.73,50914.74,510,109.45
1617,13.0,52258.33,30395.51,238,102.29
1618,13.0,52303.12,12407.39,1901,128.87
1619,13.0,52375.93,50538.0,466,127.57
1620,13.0,53131.46,37847.52,569,131.84
1621,13.0,53285.28,32837.43,181,118.96
1622,13.0,53488.27,7381.19,1464,122.84
1623,13.0,54008.72,37701.59,883,129.74
1624,13.0,54123.53,18628.43,154,109.07
1625,14.0,637.53,43725.17,173,110.12
1626,14.0,832.42,52182.65,168,99.82
1627,14.0,866.87,51490.32,439,109.41
1628,14.0,1175.05,28174.26,1009,126.95
1629,14.0,1429.98,46351.67,2179,120.62
1630,14.0,1795.94,37536.21,200,101.07
1631,14.0,2226.61,11647.63,332,104.52
1632,14.0,2601.18,54153.01,883,111.78
1633,14.0,3085.84,33101.95,332,113.87
1634,14.0,3317.37,20019.77,195,132.2
1635,14.0,3841.85,32107.89,468,104.7
1636,14.0,4842.22,42533.48,159,107.7
1637,14.0,5973.59,32782.72,176,103.73
1638,14.0,6275.84,10593.41,566,136.58
1639,14.0,6277.02,6978.92,153,103.89
1640,14.0,6381.87,30225.27,320,118.53
1641,14.0,7068.89,34210.84,748,100.35
1642,14.0,7166.8,20420.62,348,126.86
1643,14.0,7227.31,35335.26,421,116.86
1644,14.0,7290.02,27453.11,248,120.67
1645,14.0,7480.51,16697.82,671,125.49
1646,14.0,7503.97,50589.99,664,127.52
1647,14.0,7517.78,19638.2,320,151.32
1648,14.0,7745.72,45135.34,192,105.37
1649,14.0,7899.53,40825.51,558,119.31
1650,14.0,8062.64,44659.15,302,104.93
1651,14.0,8213.38,18320.2,506,125.75
1652,14.0,8377.41,49462.81,320,110.87
1653,14.0,8631.02,15291.71,509,123.62
1654,14.0,8885.6,51847.31,274,92.66
1655,14.0,9458.65,26825.98,695,135.95
1656,14.0,9761.11,15617.65,884,103.11
1657,14.0,10131.96,33383.9,754,138.44
1658,14.0,10235.16,27083.72,1905,132.3
1659,14.0,11387.77,52376.08,179,109.77
1660,14.0,11732.24,12063.32,168,99.89
1661,14.0,12429.35,48267.72,753,129.58
1662,14.0,12587.86,48742.6,969,119.44
1663,14.0,12934.45,49969.65,346,115.04
1664,14.0,13306.3,36514.48,617,115.87
1665,14.0,13686.25,48369.82,527,106.28
1666,14.0,13840.36,49670.48,737,122.45
1667,14.0,14930.41,13253.2,1250,109.67
1668,14.0,14980.28,50190.66,258,120.38
1669,14.0,15766.76,44149.61,723,120.37
1670,14.0,16662.27,31084.71,176,110.32
1671,14.0,17128.88,46408.89,480,137.28
1672,14.0,17713.21,49865.44,536,119.85
1673,14.0,17911.08,8027.77,1237,128.52
1674,14.0,17977.79,52518.81,722,114.81
1675,14.0,18037.16,45206.31,316,100.0
1676,14.0,18486.39,4536.19,295,131.95
1677,14.0,19464.35,52206.41,201,86.92
1678,14.0,19617.53,30700.63,1848,128.41
1679,14.0,20046.39,16018.66,583,112.33
1680,14.0,20999.52,43615.11,159,95.55
1681,14.0,21176.4,31936.16,2257,122.27
1682,14.0,21472.79,31050.93,2357,148.88
1683,14.0,21556.13,48066.12,889,118.69
1684,14.0,22023.32,3400.39,1962,131.33
1685,14.0,22826.91,31223.6,261,136.93
1686,14.0,23106.63,37155.79,165,98.18
1687,14.0,23182.85,43957.58,980,129.62
1688,14.0,23306.09,25089.61,645,138.56
1689,14.0,23842.83,53738.87,221,133.39
1690,14.0,24120.44,13822.69,1067,146.28
1691,14.0,24347.76,31058.29,2580,132.49
1692,14.0,24755.38,39484.99,141,95.28
1693,14.0,24814.39,27207.76,350,133.3
1694,14.0,25729.62,35282.05,192,118.33
1695,14.0,25843.49,37215.52,720,124.69
1696,14.0,26274.14,221.44,1036,128.15
1697,14.0,26525.56,28004.93,538,126.18
1698,14.0,26650.6,14662.04,3151,128.65
1699,14.0,27601.79,45138.82,312,129.94
1700,14.0,28859.63,48980.12,218,93.75
1701,14.0,29128.43,50644.76,115,88.41
1702,14.0,29155.87,12566.13,438,138.95
1703,14.0,29241.14,47474.08,1219,119.37
1704,14.0,29771.7,32680.89,937,127.01
1705,14.0,30002.58,37500.82,340,146.72
1706,14.0,30268.44,36639.78,319,140.8
1707,14.0,31020.95,43441.74,448,140.53
1708,14.0,32233.22,42031.52,418,140.96
1709,14.0,33242.13,10172.13,704,119.23
1710,14.0,35161.23,31646.52,170,89.79
1711,14.0,35692.68,43929.83,753,118.13
1712,14.0,35772.27,2356.81,1586,126.92
1713,14.0,36695.21,14731.67,3244,124.98
1714,14.0,37356.7,53443.15,151,94.16
1715,14.0,37441.3,25792.47,211,121.44
1716,14.0,37667.87,43738.54,1200,121.49
1717,14.0,38472.23,53595.26,766,119.5
1718,14.0,39196.53,21390.22,2211,129.73
1719,14.0,40691.8,51475.67,188,83.0
1720,14.0,40918.95,53354.35,555,114.15
1721,14.0,41335.28,44902.63,225,106.3
1722,14.0,41793.49,37674.5,198,125.67
1723,14.0,43952.14,38724.61,387,140.46
1724,14.0,44439.55,697.12,183,126.9
1725,14.0,47860.99,45307.16,907,143.13
1726,14.0,48044.64,29176.84,2130,120.03
1727,14.0,48231.61,3829.37,1210,140.03
1728,14.0,48804.21,15864.66,2317,131.53
1729,14.0,49774.3,42669.5,980,117.33
1730,14.0,49844.61,30651.44,1672,117.87
1731,14.0,50483.18,3876.79,370,119.41
1732,14.0,51040.32,30560.16,1654,125.71
1733,14.0,51148.92,3776.49,285,107.43
1734,14.0,51566.56,49993.82,916,108.68
1735,14.0,52048.21,12720.91,663,114.15
1736,14.0,52229.0,25188.03,1564,148.34
1737,14.0,52252.12,30390.65,257,104.09
1738,14.0,52256.74,50924.54,621,121.24
1739,14.0,52377.04,50528.54,494,129.73
1740,14.0,52865.08,45906.43,353,144.9
1741,14.0,53090.25,31619.05,676,132.19
1742,14.0,53143.04,37820.9,786,141.17
1743,14.0,53454.56,13037.73,690,122.93
1744,14.0,53487.66,7375.47,1502,124.07
1745,14.0,54015.53,37700.69,687,115.36
1746,14.0,54158.89,18603.14,198,121.71
1747,15.0,650.78,43712.1,178,107.83
1748,15.0,846.61,52183.26,240,121.74
1749,15.0,866.58,51485.63,436,102.81
1750,15.0,1184.08,28169.69,427,121.9
1751,15.0,1433.01,46352.53,2238,118.53
1752,15.0,1803.24,37553.11,195,105.2
1753,15.0,2233.6,11640.86,359,110.09
1754,15.0,2604.16,54155.78,943,116.93
1755,15.0,2833.95,23969.36,905,144.99
1756,15.0,3086.11,33093.35,385,125.77
1757,15.0,3298.91,20025.73,214,134.2
1758,15.0,3830.84,32100.52,442,98.53
1759,15.0,4838.03,42532.81,166,105.81
1760,15.0,5968.83,32755.65,183,100.51
1761,15.0,6213.47,22105.99,714,122.96
1762,15.0,6273.66,6949.99,226,144.7
1763,15.0,6277.61,10603.06,291,116.67
1764,15.0,6389.56,30241.58,341,123.1
1765,15.0,7067.43,34214.39,767,99.62
1766,15.0,7099.37,35132.43,1189,139.31
1767,15.0,7165.33,20402.38,272,114.4
1768,15.0,7290.03,27455.78,274,119.93
1769,15.0,7481.78,16695.06,896,126.16
1770,15.0,7500.52,50582.94,648,135.02
1771,15.0,7525.7,19638.69,336,133.22
1772,15.0,7743.36,45134.28,180,99.8
1773,15.0,8061.19,44644.86,344,116.54
1774,15.0,8236.18,18337.55,474,123.76
1775,15.0,8376.31,49458.24,270,106.39
1776,15.0,8641.15,15284.62,452,116.75
1777,15.0,8878.46,51849.66,270,102.33
1778,15.0,9650.69,26944.29,516,141.94
1779,15.0,9875.9,32851.38,1083,117.23
1780,15.0,10126.67,33362.17,855,140.92
1781,15.0,10231.36,27084.72,1787,124.98
1782,15.0,10584.1,50804.02,242,117.95
1783,15.0,11740.2,12079.07,193,119.09
1784,15.0,11757.47,14612.37,1318,128.82
1785,15.0,12426.03,48258.71,1157,149.21
1786,15.0,12587.16,48739.28,1158,118.59
1787,15.0,13295.82,36510.9,721,125.94
1788,15.0,13687.23,48364.86,609,110.81
1789,15.0,13835.62,49671.49,631,115.69
1790,15.0,14623.18,20323.33,1597,129.41
1791,15.0,14792.38,45462.31,239,137.48
1792,15.0,14938.76,13241.56,836,111.98
1793,15.0,15000.11,50205.63,225,108.69
1794,15.0,15715.83,27682.49,218,142.77
1795,15.0,15773.33,44152.92,722,114.56
1796,15.0,17109.07,46415.3,598,130.89
1797,15.0,17111.25,48638.74,523,122.74
1798,15.0,17700.16,49839.08,299,123.28
1799,15.0,17871.81,24657.59,495,137.83
1800,15.0,17912.64,8026.98,660,118.52
1801,15.0,17975.05,52516.1,746,120.49
1802,15.0,18050.63,45203.74,305,99.89
1803,15.0,18383.54,13549.27,584,143.15
1804,15.0,18530.63,4560.22,322,142.75
1805,15.0,19448.4,52193.39,204,86.76
1806,15.0,20043.43,16013.56,498,102.09
1807,15.0,20988.11,43605.63,156,89.8
1808,15.0,21473.69,31051.65,646,129.07
1809,15.0,22025.71,3395.79,2120,140.09
1810,15.0,22845.98,31235.09,1214,126.94
1811,15.0,23102.36,37145.08,183,101.69
1812,15.0,23184.36,43953.69,942,124.24
1813,15.0,23324.63,25126.98,557,130.24
1814,15.0,23843.01,53736.75,261,138.28
1815,15.0,24136.9,13825.28,1457,136.27
1816,15.0,24742.27,39472.71,109,81.01
1817,15.0,24793.29,27211.68,426,129.41
1818,15.0,25707.33,35277.97,172,107.67
1819,15.0,25845.94,37213.02,738,126.98
1820,15.0,26279.78,217.87,1410,145.04
1821,15.0,26652.72,14661.41,3178,132.03
1822,15.0,27211.38,30274.99,392,133.69
1823,15.0,27612.39,45142.49,680,139.44
1824,15.0,28128.34,9397.25,424,135.92
1825,15.0,28857.33,48973.52,168,77.07
1826,15.0,29770.33,32681.03,916,128.95
1827,15.0,30314.03,50230.65,418,119.29
1828,15.0,31944.88,44391.48,362,136.27
1829,15.0,33240.17,10170.11,2349,139.58
1830,15.0,35169.39,31649.91,183,91.72
1831,15.0,35765.75,2348.42,1600,129.73
1832,15.0,36551.5,38969.8,1319,121.98
1833,15.0,37344.17,53425.27,125,78.56
1834,15.0,37434.49,25794.29,242,118.58
1835,15.0,37664.56,43735.28,1044,116.57
1836,15.0,38057.48,13306.1,2861,126.88
1837,15.0,38474.98,53598.85,651,107.69
1838,15.0,38653.89,38154.04,219,108.65
1839,15.0,39194.9,21389.91,223,134.78
1840,15.0,39384.04,29703.6,1957,121.62
1841,15.0,40689.44,51463.74,196,77.73
1842,15.0,40924.54,53355.7,554,113.26
1843,15.0,40941.92,1480.94,2124,134.89
1844,15.0,41317.75,44893.56,249,120.03
1845,15.0,42305.12,26769.23,357,127.6
1846,15.0,43873.22,7876.67,1785,133.12
1847,15.0,47857.16,45311.08,744,130.51
1848,15.0,48026.06,44433.39,573,128.02
1849,15.0,48047.79,29172.82,173,111.85
1850,15.0,48220.76,3842.6,321,121.25
1851,15.0,48445.18,27881.04,272,135.88
1852,15.0,48798.05,15865.71,2472,134.92
1853,15.0,49774.02,42675.98,953,111.65
1854,15.0,49849.02,30644.2,1421,117.76
1855,15.0,51168.21,3785.95,288,96.75
1856,15.0,51567.43,49997.47,989,113.62
1857,15.0,52114.39,23844.72,1102,133.95
1858,15.0,52225.61,30424.56,351,131.92
1859,15.0,52226.55,25178.12,505,126.75
1860,15.0,52252.15,50921.07,527,111.84
1861,15.0,52382.47,50536.69,472,124.86
1862,15.0,52887.35,11988.34,456,121.95
1863,15.0,53108.44,31616.65,683,130.96
1864,15.0,53460.94,13035.97,1580,121.21
1865,15.0,53489.02,7378.36,1359,121.21
1866,16.0,676.52,43718.4,167,99.64
1867,16.0,817.53,52185.3,191,114.47
1868,16.0,858.42,51489.56,521,117.78
1869,16.0,1424.96,46350.15,2066,117.19
1870,16.0,1801.32,37523.55,211,112.47
1871,16.0,2234.8,11639.11,387,113.33
1872,16.0,2608.01,54159.38,890,112.2
1873,16.0,2840.02,23971.08,620,129.77
1874,16.0,3082.58,33092.7,417,126.48
1875,16.0,3312.86,20030.1,203,117.77
1876,16.0,3833.58,32110.71,448,105.06
1877,16.0,4834.6,42521.72,147,102.25
1878,16.0,5979.29,32763.75,227,121.85
1879,16.0,6225.93,22105.45,712,126.26
1880,16.0,6382.25,30226.74,272,96.99
1881,16.0,6534.1,25228.06,85,83.12
1882,16.0,7073.95,34214.14,775,98.1
1883,16.0,7178.33,20422.04,276,108.31
1884,16.0,7297.98,27444.57,272,123.57
1885,16.0,7477.28,16712.76,1143,131.09
1886,16.0,7499.22,50586.31,704,133.4
1887,16.0,7533.66,19662.36,231,122.43
1888,16.0,7738.72,45141.41,215,114.7
1889,16.0,7759.8,26874.49,181,125.0
1890,16.0,8058.54,44655.2,338,111.34
1891,16.0,8069.78,33572.31,171,116.22
1892,16.0,8221.52,18323.17,463,128.55
1893,16.0,8374.58,49465.55,272,97.49
1894,16.0,8628.33,15295.31,479,118.47
1895,16.0,8867.63,51858.12,283,99.53
1896,16.0,9104.02,25393.65,385,135.16
1897,16.0,9873.54,32845.26,1248,121.01
1898,16.0,10120.56,33382.43,833,145.85
1899,16.0,10261.86,27116.6,2486,144.12
1900,16.0,10591.45,50806.25,228,115.27
1901,16.0,11715.53,12083.95,208,119.4
1902,16.0,11756.16,14619.73,823,131.67
1903,16.0,11862.85,31328.33,386,139.91
1904,16.0,12587.13,48744.63,1299,136.47
1905,16.0,13302.47,36516.58,660,121.98
1906,16.0,13680.29,48369.06,541,103.25
1907,16.0,13840.23,49672.65,666,118.32
1908,16.0,14022.6,35243.53,172,111.22
1909,16.0,14622.6,20331.16,1650,128.19
1910,16.0,14796.04,45454.1,255,141.21
1911,16.0,14918.95,13180.37,2070,142.8
1912,16.0,15389.4,49926.01,782,115.47
1913,16.0,15769.44,44149.01,724,114.21
1914,16.0,16093.71,14390.62,362,109.23
1915,16.0,16666.15,31089.09,170,116.9
1916,16.0,17103.52,46426.49,535,122.84
1917,16.0,17564.24,22538.58,559,113.5
1918,16.0,17686.11,49855.88,284,124.46
1919,16.0,17909.39,24680.38,630,133.46
1920,16.0,17982.54,52517.94,796,118.04
1921,16.0,18042.58,45197.22,324,99.3
1922,16.0,18379.83,13564.57,719,153.64
1923,16.0,18495.32,4525.0,273,133.59
1924,16.0,18830.49,15110.11,828,141.44
1925,16.0,19449.5,52197.24,222,94.05
1926,16.0,20041.15,16020.85,555,110.13
1927,16.0,20458.94,27606.86,468,123.25
1928,16.0,20983.15,43615.31,185,93.33
1929,16.0,22019.64,3396.61,1948,134.52
1930,16.0,22521.4,29541.45,915,119.83
1931,16.0,23101.84,37157.41,182,106.29
1932,16.0,23147.15,50567.68,480,124.04
1933,16.0,23181.44,43956.57,855,122.97
1934,16.0,23182.05,25254.53,1352,126.74
1935,16.0,24132.86,13821.36,1187,127.11
1936,16.0,24744.05,39498.2,166,101.32
1937,16.0,24793.55,27229.71,360,123.04
1938,16.0,25201.82,37372.66,459,129.55
1939,16.0,25640.59,40564.4,518,128.81
1940,16.0,25736.46,35282.44,160,99.53
1941,16.0,25748.38,39254.76,433,135.94
1942,16.0,27230.21,30281.81,1053,122.65
1943,16.0,27680.88,33159.58,500,140.59
1944,16.0,28148.24,9423.62,532,141.01
1945,16.0,28463.74,5948.44,189,140.93
1946,16.0,28858.72,48970.44,180,84.65
1947,16.0,29139.59,50655.53,111,81.23
1948,16.0,29764.99,32694.11,1136,133.81
1949,16.0,29888.92,47760.44,211,106.12
1950,16.0,30303.19,50244.26,593,113.34
1951,16.0,31055.15,28311.29,2596,136.35
1952,16.0,31954.93,44397.02,383,142.75
1953,16.0,33031.39,51189.21,403,135.06
1954,16.0,33239.12,10169.63,1663,117.62
